Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 	 \\ 
254868		0.536021		0.538434		0.5336		0.5		0.5		0.5
254904		0.539091		0.541522		0.536654		0.5		0.5		0.5
254924		0.591844		0.597531		0.586121		0.5		0.5		0.5
254929		0.548233		0.551647		0.544809		0.5		0.5		0.5
254945		0.758294		0.756584		0.760065		0.0318262		0.024164		0.041877
254953		0.553396		0.55675		0.550031		0.5		0.5		0.5
254958		0.569368		0.57354		0.565177		0.5		0.5		0.5
254967		0.568369		0.572653		0.564059		0.5		0.5		0.5
254975		0.547051		0.550128		0.543966		0.5		0.5		0.5
254979		0.766796		0.765642		0.767961		0.2056		0.181391		0.232518
254991		0.524641		0.526229		0.523051		0.5		0.5		0.5
254992		0.537228		0.539749		0.534698		0.5		0.5		0.5
254999		0.538341		0.540755		0.535918		0.5		0.5		0.5
255011		0.595594		0.601647		0.589496		0.5		0.5		0.5
255030		0.557224		0.560791		0.553646		0.5		0.5		0.5
255036		0.557041		0.560681		0.553389		0.5		0.5		0.5
255049		0.577004		0.581661		0.57232		0.5		0.5		0.5
255059		0.530142		0.531952		0.528328		0.5		0.5		0.5
255064		0.56014		0.564143		0.556118		0.5		0.5		0.5
255070		0.562968		0.566827		0.559094		0.5		0.5		0.5
255080		0.603824		0.609881		0.597718		0.5		0.5		0.5
255093		0.557317		0.560673		0.553949		0.5		0.5		0.5
255096		0.5551		0.558734		0.551453		0.5		0.5		0.5
